locus_tag	gene_name	start_site	end_site	gene_length	GCF_000020105	SRR16683632	SRR16683565	SRR16683636	SRR16683577	SRR16683553	SRR16683578	SRR16683562	SRR16683567	SRR16683628	SRR16683638	SRR16683561	SRR16683728	SRR16683781	SRR16683630	SRR16683624	SRR16683623	SRR16683627	SRR16683614	SRR16683736	SRR16683620	SRR16683631	SRR16683519	SRR16683729	SRR16683803	SRR16683621	SRR16683629	SRR16683570	SRR16683637	SRR16683572	SRR16683554	SRR16683566	SRR16683639	SRR16683569	SRR16683617	SRR16683571	SRR16683726	SRR16683523	SRR16683633	SRR16683642	SRR16683555	SRR16683634	SRR16683568	SRR16683575	SRR16683556	SRR16683517	SRR16683758	SRR16683618	SRR16683770	SRR16683640	SRR16683573	SRR16683615	SRR16683625	SRR16683622	SRR16683626	SRR16683558	SRR16683792	SRR16683727	SRR16683619	SRR16683580	SRR16683814	SRR16683747	SRR16683522	SRR16683518	SRR16683521	SRR16683635	SRR16683557	SRR16683559	SRR16683564	SRR16683576	SRR16683579	SRR16683616	SRR16683520	SRR16683560
NGK_RS00005	dnaA	158	1714	1557	0.0	0.0006422607578676942	0.0	0.0006422607578676942	0.0	0.0	0.0	0.0006422607578676942	0.0006422607578676942	0.0006422607578676942	0.0006422607578676942	0.0006422607578676942	0.0006422607578676942	0.0006422607578676942	0.0	0.0006422607578676942	0.0006422607578676942	0.0006422607578676942	0.0006422607578676942	0.0012845215157353885	0.0006422607578676942	0.0006422607578676942	0.0	0.0006422607578676942	0.0012845215157353885	0.0006422607578676942	0.0006422607578676942	0.0	0.0006422607578676942	0.0012845215157353885	0.0	0.0	0.0006422607578676942	0.0012845215157353885	0.0006422607578676942	0.0	0.0006422607578676942	0.0	0.0006422607578676942	0.0	0.0012845215157353885	0.0006422607578676942	0.0	0.0006422607578676942	0.0	0.0	0.0006422607578676942	0.0006422607578676942	0.0006422607578676942	0.0006422607578676942	0.0	0.0006422607578676942	0.0006422607578676942	0.0006422607578676942	0.0006422607578676942	0.0	0.0006422607578676942	0.0006422607578676942	0.0	0.0006422607578676942	0.0012845215157353885	0.0006422607578676942	0.0	0.0	0.0	0.0006422607578676942	0.0	0.0012845215157353885	0.0019267822736030828	0.0006422607578676942	0.0006422607578676942	0.0006422607578676942	0.0	0.0
NGK_RS00010	dnaN	1794	2896	1103	0.0	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.001813236627379873	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.001813236627379873	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.001813236627379873	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.001813236627379873	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365	0.0009066183136899365
NGK_RS00015	ppk1	3045	5102	2058	0.0	0.00048590864917395527	0.0	0.00048590864917395527	0.0	0.0	0.00048590864917395527	0.00048590864917395527	0.0014577259475218659	0.00048590864917395527	0.00048590864917395527	0.0	0.00048590864917395527	0.0014577259475218659	0.00048590864917395527	0.00048590864917395527	0.0	0.00048590864917395527	0.0	0.0	0.0	0.00048590864917395527	0.0	0.0009718172983479105	0.0014577259475218659	0.00048590864917395527	0.00048590864917395527	0.00048590864917395527	0.00048590864917395527	0.0	0.0	0.00048590864917395527	0.0	0.0	0.00048590864917395527	0.00048590864917395527	0.0014577259475218659	0.0	0.0	0.00048590864917395527	0.0	0.00048590864917395527	0.00048590864917395527	0.0	0.00048590864917395527	0.00048590864917395527	0.00048590864917395527	0.00048590864917395527	0.0024295432458697765	0.00048590864917395527	0.00048590864917395527	0.0	0.00048590864917395527	0.00048590864917395527	0.00048590864917395527	0.00048590864917395527	0.0014577259475218659	0.0	0.00048590864917395527	0.0	0.0014577259475218659	0.0	0.0	0.0	0.00048590864917395527	0.0009718172983479105	0.0	0.0014577259475218659	0.0014577259475218659	0.0024295432458697765	0.00048590864917395527	0.0	0.0	0.00048590864917395527
NGK_RS00020		5271	5714	444	0.0	0.0	0.0	0.0	0.0	0.0022522522522522522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022522522522522522	0.0	0.0	0.0	0.0022522522522522522	0.0	0.0	0.0	0.0	0.0022522522522522522	0.0	0.0	0.0022522522522522522	0.0	0.0	0.0	0.0	0.0	0.0	0.0022522522522522522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022522522522522522	0.0022522522522522522	0.0	0.0	0.0022522522522522522	0.0	0.0	0.0	0.0	0.0	0.0022522522522522522	0.0
NGK_RS00025		5721	6237	517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019342359767891683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NGK_RS00035	leuS	6504	9134	2631	0.0	0.0007601672367920942	0.0	0.0007601672367920942	0.0	0.0	0.0	0.0007601672367920942	0.0007601672367920942	0.0007601672367920942	0.0007601672367920942	0.0007601672367920942	0.0007601672367920942	0.0007601672367920942	0.0	0.0007601672367920942	0.0007601672367920942	0.0007601672367920942	0.0003800836183960471	0.0015203344735841885	0.0003800836183960471	0.0007601672367920942	0.0	0.0003800836183960471	0.0003800836183960471	0.0007601672367920942	0.0007601672367920942	0.0	0.0007601672367920942	0.0015203344735841885	0.0	0.0007601672367920942	0.0003800836183960471	0.0019004180919802356	0.0011402508551881414	0.0	0.0011402508551881414	0.0	0.0003800836183960471	0.0007601672367920942	0.0015203344735841885	0.0007601672367920942	0.0	0.002280501710376283	0.0007601672367920942	0.0007601672367920942	0.0011402508551881414	0.0007601672367920942	0.0003800836183960471	0.0007601672367920942	0.0007601672367920942	0.0007601672367920942	0.0015203344735841885	0.0007601672367920942	0.0007601672367920942	0.0007601672367920942	0.0007601672367920942	0.0003800836183960471	0.0007601672367920942	0.0003800836183960471	0.0003800836183960471	0.0019004180919802356	0.0	0.0	0.0	0.0003800836183960471	0.0	0.0003800836183960471	0.0015203344735841885	0.0003800836183960471	0.0007601672367920942	0.0007601672367920942	0.0	0.0
NGK_RS00040		9363	10154	792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003787878787878788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012626262626262627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005050505050505051	0.0	0.0	0.0	0.0	0.0	0.0	0.003787878787878788	0.0	0.0	0.0	0.0	0.0	0.0
NGK_RS16320		10118	10291	174	0.0	0.005747126436781609	0.0	0.005747126436781609	0.0	0.0	0.0	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.0	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.0	0.005747126436781609	0.022988505747126436	0.005747126436781609	0.005747126436781609	0.0	0.005747126436781609	0.005747126436781609	0.0	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.0	0.005747126436781609	0.0	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.0	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.011494252873563218	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.028735632183908046	0.005747126436781609	0.0	0.0	0.0	0.005747126436781609	0.0	0.022988505747126436	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.005747126436781609	0.0	0.0
NGK_RS15670		10284	11092	809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009888751545117428	0.009888751545117428	0.0	0.0	0.011124845488257108	0.0	0.009888751545117428	0.0	0.0	0.011124845488257108	0.0	0.011124845488257108	0.00865265760197775	0.011124845488257108	0.0	0.0	0.009888751545117428	0.0	0.0	0.0	0.0	0.0	0.00865265760197775	0.0	0.009888751545117428	0.011124845488257108	0.00865265760197775	0.009888751545117428	0.0	0.009888751545117428	0.0	0.011124845488257108	0.009888751545117428	0.00865265760197775	0.0	0.0	0.0	0.009888751545117428	0.009888751545117428	0.007416563658838072	0.0	0.009888751545117428	0.0	0.009888751545117428	0.011124845488257108	0.011124845488257108	0.0	0.0	0.009888751545117428	0.009888751545117428	0.011124845488257108	0.009888751545117428	0.011124845488257108	0.0	0.0	0.0	0.0	0.0	0.009888751545117428	0.0	0.0	0.009888751545117428	0.009888751545117428	0.0	0.011124845488257108	0.0	0.0
NGK_RS00050		11089	11644	556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017985611510791368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017985611510791368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017985611510791368	0.0	0.0	0.0	0.0	0.0	0.0	0.0017985611510791368	0.0	0.0	0.0	0.0	0.0	0.0
